Original Transcription,Predicted Transcription,Prediction Time (s),Audio Length (s),WER,CER,MER,RTF
quería que pudieran caer congelar mi tarjeta a ser posible bastante pronto porque he perdido la cartera y tenía toda mi tenía mi tarjeta quiero congelarlas para que no puedan usarla para sacar dinero,sí quería que pudieran congelar mi tarjeta ser posible bastante pronto porque perdí la cartera ya tenía toda mi tenía mi tarjeta. quiero congelarla para que no puedan usarla para sacar dinero.,0.9496657848358154,21.077375,0.2647058823529412,0.10050251256281408,0.2571428571428571,0.045056169700250406
quiero que se bloqueé en mi tarjeta de crédito por algún problema,"quiero que se bloquee mi tarjeta de crédito, por algún problema.",0.40718674659729004,6.656,0.3333333333333333,0.07692307692307693,0.3333333333333333,0.06117589341906401
quiero detener todas las transacciones en mi tarjeta,"hola, quiero detener todas las transacciones en mi tarjeta. buenos días quiero congelar mi tarjeta. hola. por favor, bloquea mi tarjeta.",0.7871286869049072,16.981375,1.75,1.6153846153846154,0.6666666666666666,0.04635247068655555
buenas llamado para preguntar porque me van a coger la tarjeta cuando realmente no ha habido ningún motivo porque siempre todo se ha realizado de forma correcta todo está en orden entonces me gustaría que me respondieran a porque ya no puedo trabajar con la tarjeta,"bueno has llamado para preguntar por qué me van a congelar la tarjeta cuando realmente no ha habido ningún motivo porque siempre todo se realiza de forma correcta, todo está en orden entonces me gustaría que me respondieran ah porque ya no puedo trabajar con la tarjeta porque está congelada o bloqueada o lo que sea",1.1348140239715576,26.368,0.391304347826087,0.2339622641509434,0.3157894736842105,0.04303754641882424
hola buenos días llamaba porque quiero bloquear mi tarjeta ya que no quiero volver a usar muchas gracias,"hola, buenos días, llamaba porque quiero eh bloquear mi tarjeta, ya que no quiero volver a usarla, muchas gracias.",0.49532604217529297,8.106625,0.3333333333333333,0.09615384615384616,0.3157894736842105,0.061101388330568274
hola buenos días a ver me gustaría bloquear mi tarjeta para no poder hacer más transacciones,"hola buenosías, a ver me gustaría bloquear mi tarjeta para no poder hacer más transacciones.",0.44684481620788574,7.253375,0.1875,0.043478260869565216,0.1875,0.06160508952148286
Avast bloquea mi tarjeta inmediatamente yo de tener todas las transiciones de mi tarjeta y congelarla,"favor bloquea mi tarjeta inmediatamente, quiero tener todas las transiciones de mi tarjeta y congelarla.",0.5688390731811523,10.410625,0.3125,0.12871287128712872,0.3125,0.054640242365962884
hola me gustaría bloquear mi tarjeta de crédito dado que la ha extraviado será posible dado que necesito detener todas las transacciones ya sean ingresos o transferencias o compras muchas gracias,"hola, me gustaría bloquear mi tarjeta de crédito dado que la he extraviado. será posible, por que necesito detener todas las transacciones, ya sean ingresos, o transferencias o compras. muchas gracias.",0.8309171199798584,15.872,0.2903225806451613,0.06153846153846154,0.2903225806451613,0.05235112903098906
detener todas las sangres en mi tarjeta de vida robo de la misma,quiero detener todas las transiciones en mi tarjeta debido a un robo de la misma.,0.5307865142822266,5.632,0.46153846153846156,0.359375,0.4,0.09424476460977034
mira acabo de perder mi tarjeta en la calle y quiero congelar para que no curres mucho,mire acabo de perder mi tarjeta en la calle y quiero congelarla para que no ocurra ningún problema.,0.41784071922302246,6.03725,0.29411764705882354,0.2441860465116279,0.2777777777777778,0.069210438398778
por favor bloquea mi tarjeta,"por favor, bloquea mi tarjeta.",0.2875502109527588,3.328,0.4,0.07142857142857142,0.4,0.08640330857955493
tarjeta me bloquea favor por tarjeta me congelar tarjeta las,"tarjeta a mí, bloquea favor por tarjeta a mí, congelas, tarjeta. miguel transacciones. las detenes todas.",0.6682851314544678,14.677375,1.0,0.8,0.625,0.04553165204639575
hola buenos días mira es que he perdido mi tarjeta y no sé dónde está y me gustaría bloquearla para que no se efectuarán pagos muchas gracias,"hola, buenos días, mire, he perdido mi tarjeta, y no de está y me gustaría bloquearla para que nos efectuaran pavos. muchas gracias.",0.5940737724304199,10.666625,0.48148148148148145,0.15602836879432624,0.48148148148148145,0.05569463372251485
tengo que hacer una factura tengo que pagar una factura lo voy a hacer pagando con mi banco directamente,"tengo que hacer una factura, tengo que pagar una factura, lo voy a hacer pagando con mi banco directamente.",0.5636558532714844,11.008,0.15789473684210525,0.028846153846153848,0.15789473684210525,0.051204201787017116
tengo que realizar el pago de la factura,tengo que realizar el pago de la factura.,0.3400685787200928,5.461375,0.125,0.025,0.125,0.06226794144699691
tengo que pagar una factura de un pago la factura de mi tarjeta de crédito pensé,"tengo que pagar una factura, todo disparar un pago, la factura decidido vence",0.4969160556793213,7.509375,0.625,0.425,0.5882352941176471,0.06617275814289755
tengo que pagar una factura,tengo que pagar una factura,0.2895059585571289,3.925375,0.0,0.0,0.0,0.07375243347632492
hola mira llamo quiero hacer un pago la factura está mente,"hola, mira, eh, llamo porque quiero hacer un pago de la factura, directamente.",0.36308932304382324,5.589375,0.7272727272727273,0.41379310344827586,0.5714285714285714,0.06496063031087075
hola buenos días mira es que tengo que pagar una factura y me gustaría saber cómo poder hacerlo gracias,hola buenos días mira que tengo que pagar una factura y me gustaría saber cómo poder hacerlo gracias,0.5034558773040771,8.618625,0.05263157894736842,0.02912621359223301,0.05263157894736842,0.05841487212914788
hola necesito pagar una factura pero no sé cómo realizar el pago me puede decir en qué parte de la aplicación puedo ir para pagar la factura pendiente,"hola, necesito pagar una factura, pero no sé cómo realizar el pago, ¿ me puede decir en qué parte de la aplicación puedo ir para pagar la factura pendiente?",0.5827422142028809,9.216,0.17857142857142858,0.04,0.1724137931034483,0.06323157706194454
hola buenos días tengo una factura pendiente de pagar y me gustaría realizar el pago como podrían ayudarme gracias,hola buenos días tengo una factura pendiente de pagar y me gustaría realizar el pago cómo podrían ayudarme a gracias,0.6299948692321777,9.728,0.10526315789473684,0.02631578947368421,0.1,0.06476098573521565
hola tengo una factura que debo pagar ya cuanto antes he intentado ya varias veces poder pagarlo con mi tarjeta,"hola, mm, tengo una factura que debo pagar ya cuanto antes, y a mi me he intentado ya variar que se acordaba de pagarlo con mi tarjeta pero no merezco, no sé. entonces me preguntaba si podían ayudarme un poco conseguimiento.",0.9333136081695557,20.309375,1.3,1.09009009009009,0.6341463414634146,0.045954816835552824
hola buenos días tengo una factura por pagar,"hola, buenos días, tengo una factura por pagar y bueno me gustaría saber como me gustaría que me ayude a hacerlo y yo le doy la referencia.",0.7616188526153564,16.981375,2.625,2.159090909090909,0.7777777777777778,0.0448502463796575
buenos días bueno resulta que tengo un problema y es que tengo que pagar una factura,bueno sí eh bueno resulta que tengo un problema yo es que tengo que pagar una factura y no sé cómo hacerlo,0.5201778411865234,10.24,0.5625,0.32142857142857145,0.4090909090909091,0.05079861730337143
necesito pagar la factura de la luz,necesito pagar la factura de la luz.,0.2898437976837158,3.413375,0.14285714285714285,0.02857142857142857,0.14285714285714285,0.08491413855310824
buenas quieres avisar el pago de la factura por favor,"buena, quiero realizar el pago de la factura de pavo.",0.36812758445739746,5.12,0.5,0.22641509433962265,0.5,0.07189991883933544
tengo que pagar esta factura,tengo que pagar esta factura.,0.3299140930175781,5.205375,0.2,0.03571428571428571,0.2,0.06337950541845268
tengo que pagar una factura y me gustaría saber cómo hacerlo,tengo que pagar una factura y me gustaría saber cómo hacerlo.,0.34257936477661133,5.94425,0.09090909090909091,0.016666666666666666,0.09090909090909091,0.057632058674620235
tengo que pagar una factura la factura de mi tarjeta de crédito vence,tengo que pagar una factura la factura de mi tarjeta de crédito vence.,0.4681668281555176,7.424,0.07692307692307693,0.014492753623188406,0.07692307692307693,0.06306126456836174
quiero saber el importe de la factura que tengo que pagar,quiero saber el importe de la factura que tengo que pagar.,0.3921782970428467,6.4,0.09090909090909091,0.017543859649122806,0.09090909090909091,0.061277858912944794
quiero realizar un pago de factura,quiero realizar un pago de mi captura.,0.45586252212524414,4.096,0.3333333333333333,0.17647058823529413,0.2857142857142857,0.11129456106573343
hola tengo que pagar una factura me gustará realizar un pago la factura de mi tarjeta de crédito vence,"hola, tengo que pagar una factura realizar un pago la factura de mi tarjeta de crédito venc.",0.5038330554962158,8.021375,0.21052631578947367,0.12745098039215685,0.21052631578947367,0.06281130797353518
hola buenas tengo esta factura que tengo que pagar cómo lo hacemos,"hola, buenas, tengo esta factura que tengo que pagar. ¿ cómo lo hacemos?",0.405139684677124,6.058625,0.4166666666666667,0.09090909090909091,0.38461538461538464,0.06686990607227283
tengo que pagar una factura,"tengo que pagar una factura, realizar un pago, la factura de mi tarjeta de crédito vence. tengo que pagar una factura. tengo que pagar una factura. realizar un pago. la factura de mi tarjeta de crédito vence",1.0857274532318115,23.637375,6.4,6.666666666666667,0.8648648648648649,0.04593265763359136
buenos días llamaba para realizar el pago,bueno si se llamaba para realizar el pago de una facción.,0.41107606887817383,4.608,0.8571428571428571,0.5121951219512195,0.5454545454545454,0.08920921633640926
hola quería pagar una factura de mis gastos,hola. quería pagar una factura de mis gastos.,0.392333984375,6.40875,0.25,0.046511627906976744,0.25,0.06121848790715818
me gustaría pagar esta factura con mi tarjeta si es posible aquí tengo los datos de la factura y me gustaría realizar este pago,"me gustaría pagar esta factura con mi tarjeta si es posible, aquí tengo los datos de la factura y me gustaría realizar este pago",0.7152130603790283,13.397375,0.041666666666666664,0.007874015748031496,0.041666666666666664,0.05338456678110662
hola tengo que pagar una factura y me gustaría saber,"hola tengo que pagar una factura y me gustaría saber cuándo vence la fecha de pago, me podrían indicar las instrucciones",0.5669395923614502,11.093375,1.1,1.3076923076923077,0.5238095238095238,0.05110614149088534
quisiera realizar el pago de una factura,quisiera realizar el pago de una factura.,0.38161754608154297,5.387,0.14285714285714285,0.025,0.14285714285714285,0.07084045778383943
tengo que pagar la factura del gas,tengo que pagar la factura del gas,0.32916712760925293,5.290625,0.0,0.0,0.0,0.06221705896926222
tengo que pagar una factura,tengo que pagar una factura,0.29331350326538086,3.242625,0.0,0.0,0.0,0.09045557326714648
hola buenos días mira tengo que pagar una factura y quería saber si podría hacerlo con la tarjeta o cómo podría realizar el pago si hay alguna opción más sencilla y no se quita un comprobante de la operación,hola buenos días mira tengo que pagar una factura y quería saber si podría hacerlo con la tarjeta o cómo podría realizar el pago si hay alguna acción más sencilla y necesito un comprobante de la operación,0.6808359622955322,12.970625,0.10256410256410256,0.043478260869565216,0.10256410256410256,0.05249060567979818
tengo que pagar una factura realizar un pago la factura de mi tarjeta de crédito vence,"tengo que pagar una factura, realizar un pago la factura de mi tarjeta de crédito vence.",0.5940299034118652,9.472,0.125,0.023255813953488372,0.125,0.06271430568115131
quería preguntar sobre cómo se puede pagar una factura,"hola buenas quería preguntar sobre cómo se puede pagar una factura si lo he intentado verdad, pero no conseguido hacerlo, yo consideraba que era mejor tomarles vale tendrá que pagar una factura por el uso de la tarjeta de crímen vale tendrá que darle un dato más o con eso son suficientes, valen muchísimas gracias. una pregunta cómo puedo conseguir yo el recibo de esta factura para poder justificarlo vale pues muchísimas gracias.",1.9183681011199951,43.434625,7.111111111111111,7.0,0.8767123287671232,0.04416679322360893
tengo que pagar una factura tarjeta de crédito gracias,"tengo que pagar una factura de mi tarjeta de crédito, vence, gracias.",0.5443668365478516,7.253375,0.5555555555555556,0.2777777777777778,0.4166666666666667,0.07505014376726028
hola buenos días quiero pagar una factura tengo que realizar el pago correspondiente a una factura que tengo pendiente por favor,"hola, buenos días, quiero pagar una factura, tengo que realizar el pago correspondiente a una factura que tengo pendiente, por favor.",0.5960514545440674,10.410625,0.23809523809523808,0.0390625,0.23809523809523808,0.05725414704151455
hola buenas me voy de vacaciones a Estados Unidos y me gustaría saber qué tengo que hacer para pagar cuando esté allí,"hora buenas me voy de vacaciones a estados subminidos, y me gustaría saber qué tengo que hacer para pagar cuando esté allí.",0.5617897510528564,9.472,0.18181818181818182,0.07692307692307693,0.18181818181818182,0.05931057337973569
hola buenas quería saber si mi tarjeta del banco funciona en el extranjero también,"hola buena, querés saber si mi tarjeta del banco funciona en el extranjero también",0.4005615711212158,5.973375,0.14285714285714285,0.036585365853658534,0.14285714285714285,0.06705783097850308
necesito mi tarjeta en extranjero puedo pagar cosas cuando estoy en Estados Unidos,"necesito mi targeta en el extranjero, puedo pagar cosas cuando estoy en estados unidos, hola si me voy de vacaciones una semana y que te voy a preguntar si tengo que hacer algo",0.7263846397399902,11.776,1.8461538461538463,1.1829268292682926,0.7272727272727273,0.06168347823878993
hola quería saber si podía pagar con mi tarjeta en el extranjero puedo usarla,hola quería saber si podía pagar con mi tarjeta en el extranjero. ¿ puedo usarla?,0.43626904487609863,7.082625,0.21428571428571427,0.05194805194805195,0.2,0.06159708369087713
hola buenos días mira me voy a ir un par de semanas ahora de vacaciones a Nueva York y necesitaba saber si la tarjeta que tengo actualmente voy a poder utilizarla allí en el en el extranjero que no estoy seguro muchas gracias,"hola buenos días mira me voy a ir un par de semanas ahora de vacaciones a nueva york y necesitaba saber si la tarjeta que tengo actualmente voy a poder utilizarla allí en el, en el extranjero, que no estoy seguro. muchas gracias.",0.9068620204925537,19.285375,0.13953488372093023,0.02666666666666667,0.13953488372093023,0.04702330239845239
a ver me gustaría saber si mi tarjeta funciona la del extranjero la semana que viene,"a ver, me gustaría saber si mi tarjeta funcionará en el extranjero, la semana que viene me voy a nigeria y solo confirmar eso, si podría usar mi tarjeta de crédito de forma normal.",0.8177604675292969,16.042625,1.4375,1.1904761904761905,0.6764705882352942,0.05097423068414906
una persona que quiere una tarjeta y pregunta si puede pagar las cosas cuando está en otro país y por si tiene que hacer algo antes de irse de vacaciones,una persona que quiere una tarjeta y pregunta si puede pagar las cosas cuando está en otro país por si tiene que hacer algo antes de irse de vacaciones,0.6598453521728516,13.909375,0.03333333333333333,0.013071895424836602,0.03333333333333333,0.047438892989286115
buenas tengo una tarjeta de crédito con su banco y me gustaría saber que funcionar el extranjero porque me voy de vacaciones semana que viene gracias,"según una tarjeta de crédito con su banco, me gustaría saber si funcionaron el extranjero porque me voy de vacaciones la semana que viene gracias.",0.6640996932983398,8.533375,0.3076923076923077,0.14093959731543623,0.2962962962962963,0.07782380280936205
hola buenas tardes quiero saber las condiciones de la tarjeta en el extranjero por ejemplo en estos,"hola, buenas tardes, quiero saber las condiciones de la tarjeta en el extranjero, por ejemplo, en estados unidos.",0.3908224105834961,5.376,0.35294117647058826,0.1414141414141414,0.3333333333333333,0.0726976210162753
hola buenas tardes necesitaba saber si necesito hacer algún cambio en mi tarjeta para usarla en el extranjero porque voy a viajar a los Estados Unidos próximamente y si tengo que hacer alguna gestión para que activarla gracias,hola buenas tardes me necesitaba saber si necesito hacer algún cambio en mi tarjeta para usarla en el extranjero porque voy a viajar a los estados unidos próximamente y si tengo que hacer alguna gestión para activarla. gracias.,0.832456111907959,15.786625,0.15789473684210525,0.048672566371681415,0.15384615384615385,0.052731734104532094
