path,audio,transcription,english_transcription,intent_class,lang_id,similarity,tts_time
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\60265dd5dc3604f481bcb317.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\60265dd5dc3604f481bcb317.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00744629,
       -0.00891113, -0.00048828]), 'sampling_rate': 8000}",hola estoy utilizando la aplicación del banco y no funciona más que le doy no carga ni muestra el saldo ni cuenta me dejas teléfono tracción cómo podría solucionarlo,"Hi, I'm using the bank application and it doesn't work any more than I give it, it doesn't load or show the balance or account, you leave me phone traction how could I solve it",2,5,0.9278757572174072,1.7832880020141602
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\6026636ccfa37e1cf217af7c.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\6026636ccfa37e1cf217af7c.wav', 'array': array([-0.00024414,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",buenos días estoy teniendo problemas para acceder a la aplicación de mi cuenta bancaria la aplicación no carga me podrían indicar alguna solución,"Good morning I am having problems accessing the application from my bank account, the application does not load, could you tell me a solution",2,5,0.8298279643058777,1.8351211547851562
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\6026604ac7abb7f832138152.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\6026604ac7abb7f832138152.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",dice que la aplicación está siendo reparada y ahora no puedo acceder a mi cuenta,it says the app is being repaired and now I can't access my account,2,5,0.9428747892379761,1.7614471912384033
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\602664c8dc3604f481bcb47a.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\602664c8dc3604f481bcb47a.wav', 'array': array([-0.00024414,  0.00024414,  0.        , ..., -0.00024414,
       -0.00073242, -0.00097656]), 'sampling_rate': 8000}",la aplicación móvil del banco no funciona correctamente,the bank's mobile app is not working properly,2,5,0.9165092706680298,1.7862257957458496
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\602664ffc7abb7f832138338.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\602664ffc7abb7f832138338.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.00024414,
        0.        ,  0.        ]), 'sampling_rate': 8000}",intentó abrir la aplicación pero se cierra automáticamente,tried to open the app but it closes automatically,2,5,0.8650712370872498,1.7503321170806885
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\6026647edc3604f481bcb43b.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\6026647edc3604f481bcb43b.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",mira tengo una aplicación instalada en mi móvil y te intentan hacer el saldo de mi cuenta en pero la aplicación no me funciona correctamente no se carga ningún momento,"Look, I have an application installed on my mobile and they try to make the balance of my account in but the application does not work correctly, it does not load any time",2,5,0.8527140617370605,1.7663521766662598
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\6026655bc7abb7f832138371.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\6026655bc7abb7f832138371.wav', 'array': array([ 0.        , -0.00024414,  0.00024414, ...,  0.        ,
       -0.00024414, -0.00048828]), 'sampling_rate': 8000}",hola buenas quiero utilizar la aplicación del banco pero no consigo que funcione en condiciones no sé si es que está en mantenimiento o tengo algún problema yo me podrías ayudar,"hello good I want to use the bank application but I can't get it to work properly I don't know if it's undergoing maintenance or I have a problem, could you help me",2,5,0.867750883102417,1.7900803089141846
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\60265dcbdc3604f481bcb316.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\60265dcbdc3604f481bcb316.wav', 'array': array([ 0.00024414,  0.        , -0.00024414, ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",tengo un problema con la aplicación del móvil,I have a problem with the mobile application,2,5,0.8591936826705933,1.7371728420257568
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\60266139dc3604f481bcb352.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\60266139dc3604f481bcb352.wav', 'array': array([-0.00024414,  0.        ,  0.        , ..., -0.00170898,
       -0.0012207 ,  0.00097656]), 'sampling_rate': 8000}",estoy tratando de acceder a mi cuenta de banco y la aplicación no está cargando correctamente no me enseñan no me está enseñando la información que necesito,I am trying to access my bank account and the application is not loading correctly they do not teach me it is not teaching me the information I need,2,5,0.8400288820266724,1.7646138668060303
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\60266206dc3604f481bcb380.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\60266206dc3604f481bcb380.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",hola enciende la aplicación y me da error no sé que puede pasar,"Hello, turn on the application and it gives me an error, I do not know what can happen",2,5,0.8251506090164185,1.639157772064209
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~APP_ERROR\60266491dc3604f481bcb449.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~APP_ERROR\\60266491dc3604f481bcb449.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ..., -0.00024414,
        0.        ,  0.        ]), 'sampling_rate': 8000}",buenos días quería mirar cuánto tenía en el banco con la aplicación del móvil y no me funciona pero sabe si está bloqueada o algo,Good morning I wanted to see how much I had in the bank with the mobile application and it does not work for me but you know if it is blocked or something,2,5,0.8602083325386047,1.7528977394104004
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\6026664fcfa37e1cf217afbb.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\6026664fcfa37e1cf217afbb.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.00024414, 0.        ,
       0.        ]), 'sampling_rate': 8000}",hola buenos días soy cliente del banco y les llamo por favor para que bloqueen mi tarjeta,"Hello, good morning, I am a bank customer and I will call you please to block my card",9,5,0.8946806192398071,1.7360560894012451
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602664e4dc3604f481bcb498.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602664e4dc3604f481bcb498.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ...,  0.        ,
        0.        , -0.00024414]), 'sampling_rate': 8000}",hola buenos días mira llamaba porque quería hacer un bloqueo de mi tarjeta congelar todos los movimientos hasta nueva orden es posible,"Hello, good morning, look, I was calling because I wanted to block my card, freeze all movements until a new order is possible.",9,5,0.8613672256469727,1.8218564987182617
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\60266240c7abb7f8321381e1.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\60266240c7abb7f8321381e1.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.03405762, 0.0838623 ,
       0.03405762]), 'sampling_rate': 8000}",por favor quiero bloquear mi tarjeta,please i want to block my card,9,5,0.7481707334518433,1.7414767742156982
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602666acc7abb7f8321384fe.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602666acc7abb7f8321384fe.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00048828, -0.00024414]), 'sampling_rate': 8000}",hola buenos días me gustaría congelar mi tarjeta ya que últimamente he estado que han estado realizando unos pagos en mi nombre que no son míos,hello good morning I would like to freeze my card since lately I have been making some payments on my behalf that are not mine,9,5,0.8354413509368896,1.6496238708496094
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602666e9c7abb7f832138553.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602666e9c7abb7f832138553.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.00048828, 0.00048828,
       0.00048828]), 'sampling_rate': 8000}",hola quería bloquear una tarjeta de crédito por favor,hello I wanted to block a credit card please,9,5,0.8218763470649719,1.7269983291625977
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\60266656c7abb7f832138485.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\60266656c7abb7f832138485.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ...,  0.        ,
        0.        , -0.00024414]), 'sampling_rate': 8000}",hola quería congelar mi tarjeta bloquearla por completo por favor,hello I wanted to freeze my card completely block it please,9,5,0.8414821624755859,1.72202730178833
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602666c4c7abb7f83213851a.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602666c4c7abb7f83213851a.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.00024414, 0.        ,
       0.00024414]), 'sampling_rate': 8000}",quiero congelar mi tarjeta bancaria,I want to freeze my bank card,9,5,0.7975304126739502,1.732243299484253
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602665bbdc3604f481bcb53c.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602665bbdc3604f481bcb53c.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.        , 0.        ,
       0.        ]), 'sampling_rate': 8000}",necesito bloquear mi tarjeta,I need to block my card,9,5,0.8128823041915894,1.5609791278839111
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602666f9c7abb7f832138565.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602666f9c7abb7f832138565.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",necesito que me bloqueen mi tarjeta,I need my card blocked,9,5,0.8304390907287598,1.7280409336090088
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\60266653c7abb7f832138481.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\60266653c7abb7f832138481.wav', 'array': array([-0.00024414,  0.        ,  0.        , ...,  0.00024414,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",hola me gustaría tener todas las transiciones en mi tarjeta y quisiera congelarla y bloquearla,hello i would like to have all the transitions on my card and i would like to freeze and lock it,9,5,0.8782458305358887,1.7145471572875977
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602666b2dc3604f481bcb591.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602666b2dc3604f481bcb591.wav', 'array': array([ 0.        ,  0.        ,  0.00024414, ...,  0.00097656,
       -0.00097656, -0.00170898]), 'sampling_rate': 8000}",necesito que tener todas las transacciones de mi tarjeta dejarla bloqueada,I need to have all my card transactions leave it blocked,9,5,0.8307551145553589,1.7760603427886963
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\60266570c7abb7f832138381.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\60266570c7abb7f832138381.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.        , 0.        ,
       0.        ]), 'sampling_rate': 8000}",hola buenos días es que me gustaría cancelar la tarjeta terminada en 47 porque es que me acaban de robar pero quiero darla de baja quiero cancelarlo ahora mismo gracias,"Hello, good morning, I would like to cancel the card ending in 47 because it was just stolen but I want to cancel it, I want to cancel it right now, thank you",9,5,0.9089647531509399,1.7584245204925537
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602666dacfa37e1cf217afd3.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602666dacfa37e1cf217afd3.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00024414,
       -0.00048828,  0.        ]), 'sampling_rate': 8000}",buenos días he perdido la cartera y que me gustará congelar mi tarjeta por favor,good morning I lost my wallet and I would like to freeze my card please,9,5,0.8353272676467896,1.7212603092193604
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602665e8c7abb7f832138400.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602665e8c7abb7f832138400.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00744629,
       -0.02819824, -0.03991699]), 'sampling_rate': 8000}",quería bloquear mi tarjeta por favor,I wanted to block my card please,9,5,0.8573375940322876,1.575134038925171
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\602665c7c7abb7f8321383d2.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\602665c7c7abb7f8321383d2.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.00024414,
        0.        ,  0.00048828]), 'sampling_rate': 8000}",hola buenos días me han robado la tarjeta y quisiera congelarla para que no la puedan utilizar hasta gracias,"Hello, good morning, my card has been stolen and I would like to freeze it so that you cannot use it until thank you",9,5,0.8686254024505615,1.7717397212982178
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~FREEZE\6026666adc3604f481bcb57c.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~FREEZE\\6026666adc3604f481bcb57c.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.00024414,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",he tenido un problema con mi tarjeta no la encuentro y quiero bloquear todas las transacciones,"I have had a problem with my card, I cannot find it and I want to block all transactions",9,5,0.7896355390548706,1.772479772567749
