path,audio,transcription,english_transcription,intent_class,lang_id,similarity,tts_time
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602baf1f5f67b421554f64ce.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602baf1f5f67b421554f64ce.wav', 'array': array([ 0.        ,  0.        ,  0.00024414, ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",I need help setting up a joint account,I need help setting up a joint account,11,4,0.7673442363739014,1.8135485649108887
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602baf4fbb1e6d0fbce922b8.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602baf4fbb1e6d0fbce922b8.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00048828,  0.00024414]), 'sampling_rate': 8000}",how do I go about setting up a joint account for my wife and I,how do I go about setting up a joint account for my wife and I,11,4,0.8479568362236023,1.761864185333252
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602ba81ebb1e6d0fbce920e6.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602ba81ebb1e6d0fbce920e6.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00073242,
       -0.00048828, -0.00097656]), 'sampling_rate': 8000}",hi I was trying to set up a joint account is there a somewhere on the app that I can do that or do I have to do that through you,hi I was trying to set up a joint account is there a somewhere on the app that I can do that or do I have to do that through you,11,4,0.8999384641647339,1.8136649131774902
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602baf85963e11ccd901ce47.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602baf85963e11ccd901ce47.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.00024414, 0.        ,
       0.00024414]), 'sampling_rate': 8000}",I was wanting to set up a joint account with my spouse and I was wondering do we each get separate card debit card and separate way of knowing who is accessing the thank you,I was wanting to set up a joint account with my spouse and I was wondering do we each get separate card debit card and separate way of knowing who is accessing the thank you,11,4,0.9029358625411987,1.803016185760498
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bae7a5f67b421554f64b4.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bae7a5f67b421554f64b4.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",how do I set up a joint account,how do I set up a joint account,11,4,0.707009494304657,1.7547016143798828
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602b9b6705f96973d67943ca.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602b9b6705f96973d67943ca.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",I was hoping to set up a joint account,I was hoping to set up a joint account,11,4,0.6303783655166626,1.7758018970489502
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bacde05f96973d67944d9.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bacde05f96973d67944d9.wav', 'array': array([ 0.        ,  0.        ,  0.00024414, ...,  0.00073242,
       -0.00048828, -0.00146484]), 'sampling_rate': 8000}",how do I create a joint account,how do I create a joint account,11,4,0.757209062576294,1.7539892196655273
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bae8ebb1e6d0fbce9226f.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bae8ebb1e6d0fbce9226f.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",how do I set up a joint account,how do I set up a joint account,11,4,0.7993391156196594,1.8155972957611084
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bb04b05f96973d679451e.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bb04b05f96973d679451e.wav', 'array': array([ 0.        , -0.00024414, -0.00024414, ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",hello how would I go about setting up a joint account with my partner,hello how would I go about setting up a joint account with my partner,11,4,0.7625858187675476,1.7211394309997559
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bafed963e11ccd901ce4f.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bafed963e11ccd901ce4f.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.        , 0.        ,
       0.        ]), 'sampling_rate': 8000}",hello I'd like to set up a joint account was my partner how do I do that,hello I'd like to set up a joint account was my partner how do I do that,11,4,0.8743626475334167,1.7283177375793457
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602ba3fe963e11ccd901cc7f.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602ba3fe963e11ccd901cc7f.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.00024414,
       0.00024414]), 'sampling_rate': 8000}",I would like to set up a joint account can I do that in the app,I would like to set up a joint account can I do that in the app,11,4,0.8895837664604187,1.7071268558502197
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bae1f963e11ccd901cdf2.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bae1f963e11ccd901cdf2.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.00073242, 0.00048828,
       0.00048828]), 'sampling_rate': 8000}",how do I go about setting up a joint account with my partner and he's available on the app,how do I go about setting up a joint account with my partner and he's available on the app,11,4,0.8797003626823425,1.6183080673217773
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602ba63d05f96973d679444d.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602ba63d05f96973d679444d.wav', 'array': array([-0.00024414,  0.        ,  0.00024414, ...,  0.        ,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",how can my wife and I set up a joint account,how can my wife and I set up a joint account,11,4,0.8784793615341187,1.7978088855743408
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602babccbb1e6d0fbce921b2.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602babccbb1e6d0fbce921b2.wav', 'array': array([0.00024414, 0.        , 0.        , ..., 0.        , 0.        ,
       0.        ]), 'sampling_rate': 8000}",could you please tell me how to set up a joint account,could you please tell me how to set up a joint account,11,4,0.8695372939109802,1.811835765838623
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bad57bb1e6d0fbce921f2.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bad57bb1e6d0fbce921f2.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00219727,
        0.00317383,  0.00549316]), 'sampling_rate': 8000}",I'd like to set up a joint account,I'd like to set up a joint account,11,4,0.7659639716148376,1.5991482734680176
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602ba5305f67b421554f6404.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602ba5305f67b421554f6404.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00024414,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",can I set up a joint account,can I set up a joint account,11,4,0.8564364314079285,1.7984821796417236
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602ba3fa5f67b421554f63ec.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602ba3fa5f67b421554f63ec.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.        , 0.        ,
       0.        ]), 'sampling_rate': 8000}",set up a joint account,set up a joint account,11,4,0.6895433664321899,1.7507836818695068
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602baafc5f67b421554f646d.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602baafc5f67b421554f646d.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00048828, 0.00048828,
       0.00024414]), 'sampling_rate': 8000}",how to go about setting up a joint account for my partner and myself,how to go about setting up a joint account for my partner and myself,11,4,0.8656192421913147,1.7575931549072266
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602ba857bb1e6d0fbce920ec.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602ba857bb1e6d0fbce920ec.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",I'm on your ass and my husband and I are trying to set up a joint account I can see where I set up an account by myself but I'm not sure where to go to set up a joint account can you help me with this please thank you,I'm on your ass and my husband and I are trying to set up a joint account I can see where I set up an account by myself but I'm not sure where to go to set up a joint account can you help me with this please thank you,11,4,0.9067011475563049,1.8287510871887207
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602b9d56bb1e6d0fbce91fa6.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602b9d56bb1e6d0fbce91fa6.wav', 'array': array([-0.00024414,  0.        , -0.00024414, ..., -0.00024414,
        0.        ,  0.        ]), 'sampling_rate': 8000}",open up a joint account with my partner,open up a joint account with my partner,11,4,0.8372882604598999,1.8104586601257324
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602baf10963e11ccd901ce24.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602baf10963e11ccd901ce24.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00195312, 0.00244141,
       0.00268555]), 'sampling_rate': 8000}",how would I set up a joint account for myself to my partner,how would I set up a joint account for myself to my partner,11,4,0.8487412929534912,1.7489042282104492
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bae2f963e11ccd901cdf4.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bae2f963e11ccd901cdf4.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
        0.        , -0.00024414]), 'sampling_rate': 8000}",how much information about signing up for a joint account,how much information about signing up for a joint account,11,4,0.874951958656311,1.8067476749420166
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bac2e963e11ccd901cda4.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bac2e963e11ccd901cda4.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ..., -0.00024414,
        0.00048828, -0.00024414]), 'sampling_rate': 8000}",hi I was wondering how I would set up a joint account with my partner,hi I was wondering how I would set up a joint account with my partner,11,4,0.8884791135787964,1.6373274326324463
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bab75bb1e6d0fbce9219f.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bab75bb1e6d0fbce9219f.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.00024414,
       0.        ]), 'sampling_rate': 8000}",hello yes my son is going off to college and I'd like to set up a joint account so that emergency,hello yes my son is going off to college and I'd like to set up a joint account so that emergency,11,4,0.8615792393684387,1.7821717262268066
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bafa95f67b421554f64dc.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bafa95f67b421554f64dc.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00219727,
       -0.00170898, -0.00244141]), 'sampling_rate': 8000}",yes I'd like to set up a joint account I'm allowed to anyone,yes I'd like to set up a joint account I'm allowed to anyone,11,4,0.815509557723999,1.7876174449920654
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602b9a59bb1e6d0fbce91f51.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602b9a59bb1e6d0fbce91f51.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00048828,
        0.00073242, -0.00073242]), 'sampling_rate': 8000}",hello I was just calling to see if I can make it a joint account with my wife thank you,hello I was just calling to see if I can make it a joint account with my wife thank you,11,4,0.9030203819274902,1.8278658390045166
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602bae9fbb1e6d0fbce92278.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602bae9fbb1e6d0fbce92278.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00219727, 0.00170898,
       0.0012207 ]), 'sampling_rate': 8000}",how do I set up a joint account,how do I set up a joint account,11,4,0.7782301902770996,1.7119309902191162
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602baaf1bb1e6d0fbce9217b.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602baaf1bb1e6d0fbce9217b.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00048828,
       -0.00073242, -0.00024414]), 'sampling_rate': 8000}",yes or no I'm going to because I would like to set up a joint account with my wife,yes or no I'm going to because I would like to set up a joint account with my wife,11,4,0.8247714042663574,1.923525094985962
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~JOINT_ACCOUNT\602ba6b8963e11ccd901ccda.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~JOINT_ACCOUNT\\602ba6b8963e11ccd901ccda.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00048828, -0.00048828]), 'sampling_rate': 8000}",add someone to my account please,add someone to my account please,11,4,0.8950533866882324,1.7679016590118408
