Original Transcription,Predicted Transcription,Prediction Time (s),Audio Length (s),WER,CER,MER,RTF
hello how would I go about setting up a joint account with my partner,hello how would i go about setting up a joint account with my partner,0.2257061004638672,8.106625,0.07142857142857142,0.014492753623188406,0.07142857142857142,0.027842178522365004
hello I'd like to set up a joint account was my partner how do I do that,hello i'd like to set up a joint account with my partner how do i do that,0.229156494140625,7.424,0.17647058823529413,0.06944444444444445,0.17647058823529413,0.030866984663338495
I would like to set up a joint account can I do that in the app,i would like to set up a joint account can i do that in the app,0.21407771110534668,8.277375,0.125,0.031746031746031744,0.125,0.02586299534639263
how do I go about setting up a joint account with my partner and he's available on the app,how do i go about setting up a joint account with my partner and is this available on the app,0.2213902473449707,8.277375,0.15789473684210525,0.07777777777777778,0.15,0.026746431972089063
how can my wife and I set up a joint account,how can my wife and i set up a joint account,0.19528770446777344,5.479875,0.09090909090909091,0.022727272727272728,0.09090909090909091,0.035637255314724045
could you please tell me how to set up a joint account,could you please tell me how to set up a joint account,0.18793535232543945,5.205375,0.0,0.0,0.0,0.03610409477231505
I'd like to set up a joint account,i'd like to set up a joint account,0.19784021377563477,3.84,0.125,0.029411764705882353,0.125,0.051520889004071556
can I set up a joint account,okay i set up a joint account,0.21427631378173828,4.096,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0523135531693697
set up a joint account,set up a joint account,0.20039749145507812,3.669375,0.0,0.0,0.0,0.05461352177280276
how to go about setting up a joint account for my partner and myself,how do i go about setting up a joint account for my partner and myself,0.21334195137023926,8.618625,0.14285714285714285,0.04411764705882353,0.13333333333333333,0.024753594844913112
I'm on your ass and my husband and I are trying to set up a joint account I can see where I set up an account by myself but I'm not sure where to go to set up a joint account can you help me with this please thank you,hi i'm on your app and my husband and i are trying to set up a joint account i can see where i set up an account by myself but i'm not sure where to go to set up a joint account can you help me with this please thank you,0.2536303997039795,15.957375,0.14,0.04608294930875576,0.13725490196078433,0.01589424323887729
open up a joint account with my partner,hello i'd like to open up a joint account with my partner i was just wondering how to do that,0.2480907440185547,6.826625,1.5,1.3846153846153846,0.6,0.036341639392606845
how would I set up a joint account for myself to my partner,how would i set up a joint account for myself and my partner,0.20052480697631836,4.437375,0.15384615384615385,0.06779661016949153,0.15384615384615385,0.04518996185274365
how much information about signing up for a joint account,i'd like information about signing up for a joint account,0.21165132522583008,4.352,0.2,0.12280701754385964,0.2,0.04863311700961169
hi I was wondering how I would set up a joint account with my partner,hi i was wondering how i would set up a joint account with my partner,0.2128133773803711,5.290625,0.13333333333333333,0.028985507246376812,0.13333333333333333,0.040224619469414497
hello yes my son is going off to college and I'd like to set up a joint account so that emergency,hello yes my son is going off to college and i'd like to set up a joint account so that we can both uh access it and put money into it if if there's a any emergencies,0.2684321403503418,16.981375,0.8571428571428571,0.7319587628865979,0.4864864864864865,0.015807444353024523
yes I'd like to set up a joint account I'm allowed to anyone,yes i'd like to set up a joint account i'm allowed to set up a joint account with anyone and where in the app is the option for me to sign up for a joint account,0.239152193069458,14.506625,1.9230769230769231,1.7166666666666666,0.6944444444444444,0.016485722424716846
hello I was just calling to see if I can make it a joint account with my wife thank you,hello i was just calling to see if i can make a joint account with my wife thank you,0.20578360557556152,6.570625,0.15,0.05747126436781609,0.15,0.03131872623617411
how do I set up a joint account,how do i set up a joint account,0.1997673511505127,3.84,0.125,0.03225806451612903,0.125,0.052022747695446014
yes or no I'm going to because I would like to set up a joint account with my wife,yes hello i'm calling you because i would like to set up a joint account with my wife yes yes it's with my partner ya okay i will show up to your bank,0.2484738826751709,16.6255,1.105263157894737,0.9390243902439024,0.6176470588235294,0.014945347969996145
add someone to my account please,i'd like to add someone to my account please,0.2610607147216797,4.778625,0.5,0.375,0.3333333333333333,0.05463092724825231
I need to set up a joint account,hi i need to set up a joint account,0.22805547714233398,2.87925,0.25,0.125,0.2222222222222222,0.07920655627067257
I was wondering if I was able to set up a joint account through the app,i was wondering if i was able to set up a joint account through the app,0.22664093971252441,8.874625,0.125,0.028169014084507043,0.125,0.025538086365623835
I would like to set up a joint account how would I go about doing that,i would like to set up a joint account how would i go about doing that,0.22935152053833008,4.437375,0.125,0.02857142857142857,0.125,0.051686305651050465
what is my account balance,what is my account balance,0.22317075729370117,4.365375,0.0,0.0,0.0,0.0511229292543484
show me my current countdown,show me my current account balance,0.20575451850891113,4.693375,0.4,0.32142857142857145,0.3333333333333333,0.04383935196077687
I was wondering if my current balance is on my account,i was wondering what my current balance is on my account,0.24737191200256348,4.864,0.18181818181818182,0.09259259259259259,0.18181818181818182,0.050857712171579667
I would like to be showing my account balance please,i would like to be shown my account balance please,0.217360258102417,5.973375,0.2,0.057692307692307696,0.2,0.03638818224243698
what is my account balance,what is my account balance,0.24613285064697266,3.413375,0.0,0.0,0.0,0.07210835335905744
hello I just wanted to know how much money I currently have in my bank account,hello i just wanted to know how much money i currently have in my bank account thank you,0.2079005241394043,5.973375,0.25,0.15384615384615385,0.2222222222222222,0.034804532469400344
account balance,account balance,0.23144960403442383,3.498625,0.0,0.0,0.0,0.06615444754279862
please show me my account balance please,please show me my account ballots please,0.23760676383972168,4.096,0.14285714285714285,0.1,0.14285714285714285,0.05800946382805705
can you tell me what my current account balance is please,hi can you uh tell me what my current account balance is please thank you,0.22477078437805176,10.24,0.36363636363636365,0.2807017543859649,0.26666666666666666,0.021950271911919117
oh yeah I was wondering if you guys could help me find my account balance,hi yeah i was wondering if you guys could um help me find my uh account balance,0.21175718307495117,9.301375,0.26666666666666666,0.1232876712328767,0.23529411764705882,0.02276622360403179
show me my account balance please,show me my account balance please,0.22908449172973633,4.551125,0.0,0.0,0.0,0.05033579427718121
show me my account balance,show me my account balance,0.23357415199279785,5.632,0.0,0.0,0.0,0.041472683237357574
hello I'm calling about my account balance,hello uh i'm calling about my account balance um i just wanted to check what my account balance was please,0.2230515480041504,9.045375,2.0,1.5476190476190477,0.7,0.02465918195808912
what's my current balance,what's my current balance,0.2553517818450928,3.328,0.0,0.0,0.0,0.07672829983326106
please show me my current account balance,please show me my current account balance,0.31708359718322754,4.693375,0.0,0.0,0.0,0.06755982575081419
can you tell me what my current account balances,can you tell me what my current account balance is,0.23880529403686523,4.352,0.2222222222222222,0.041666666666666664,0.2,0.054872539990088516
show me my current account balance,you show me my current account balance,0.2363722324371338,3.925375,0.16666666666666666,0.11764705882352941,0.14285714285714285,0.06021647165866543
I need to know my account balance,i need to know my account balance please,0.2517273426055908,4.352,0.2857142857142857,0.24242424242424243,0.25,0.05784176070900524
hey honey can you tell me how much money I have in my account like what's the balance,yeaha hi can you tell me how much money i have in my account like what's the balance think,0.2666311264038086,5.973375,0.2222222222222222,0.16470588235294117,0.21052631578947367,0.04463659596188228
show me my account balance,uh show me my account balance,0.254382848739624,4.949375,0.2,0.11538461538461539,0.16666666666666666,0.05139696400851098
can you tell me what my current account balance is,can you tell me what my current account balance is,0.24553537368774414,4.644,0.0,0.0,0.0,0.052871527495207606
account balance please,account balance please,0.3175959587097168,5.717375,0.0,0.0,0.0,0.05554926145472648
what is my checking account balance,what is my checking account balance,0.2419886589050293,4.864,0.0,0.0,0.0,0.049750957834093196
I'm wondering if I could find out what my account balance is right now on my checking and savings thank you,yes i'm wondering if i could find out what my account balance is right now on my checking and my savings thank you,0.23472380638122559,11.690625,0.19047619047619047,0.08411214953271028,0.17391304347826086,0.02007795189574771
like to see my account balance,i'd like to see my account balance,0.23085594177246094,5.20125,0.16666666666666666,0.13333333333333333,0.14285714285714285,0.04438470401777668
show me my account balance,show me my account balance,0.22095704078674316,3.498625,0.0,0.0,0.0,0.0631553941296204
can you see my account balance,can i see my account balance,0.2548394203186035,2.816,0.16666666666666666,0.1,0.16666666666666666,0.09049695323814046
what is my current bank balance,what is my current bank balance,0.23987412452697754,4.522625,0.0,0.0,0.0,0.053038694237744134
so you spent the money I'd like to see my new account balance,so i just spent some money i'd like to see my new account balance,0.24028754234313965,5.12,0.3076923076923077,0.14754098360655737,0.2857142857142857,0.04693116061389446
I would like to know the amount in my current account,i would like to know the amount in my current account,0.26557159423828125,6.966,0.09090909090909091,0.018867924528301886,0.09090909090909091,0.03812397275886897
how much do I have in my account,how much do i have in my account,0.25116777420043945,3.328,0.125,0.03125,0.125,0.0754710859977282
can I see my account balance please,could i see my account balance please,0.30204081535339355,3.584,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.08427478106958525
hey I'm calling to ask about my current account balance,hey i'm calling to ask about uh my current account balance yeah i'd like to know my balance in my primary checking and savings accounts if you could tell me that'd be awesome thanks,0.27831482887268066,15.957375,2.5,2.309090909090909,0.7352941176470589,0.01744114109448958
what's my account balance,what's my account balance,0.22928357124328613,4.096,0.0,0.0,0.0,0.055977434385567904
what's my account balance,what's my account balance,0.21576595306396484,4.437375,0.0,0.0,0.0,0.048624683075909704
show me my account balance please,show me my account balance please,0.25420403480529785,2.730625,0.0,0.0,0.0,0.09309371839974287
show me my account balance,show me my account balance,0.2414226531982422,3.498625,0.0,0.0,0.0,0.06900501002486467
please show me my account balance,please show me my account balance,0.20534229278564453,5.57275,0.0,0.0,0.0,0.03684756947389431
hi I want you to tell me my account balance until I'm just see it and I need to be able to reconcile a my account,hi i wonder if you could show me my account balance i'm trying to see it and i need to be able to reconcile my account,0.21534442901611328,8.96,0.38461538461538464,0.2831858407079646,0.37037037037037035,0.024033976452691213
how much money is in my account,how much money is in my account,0.2221531867980957,4.2725,0.0,0.0,0.0,0.0519960647859791
I would like to know what my current account balance shows,i would like to know what my current account balance shows,0.21549367904663086,3.242625,0.09090909090909091,0.017241379310344827,0.09090909090909091,0.06645655265306068
I would like to make a down payment,i would like to make a bill payment,0.24993085861206055,3.584,0.25,0.14285714285714285,0.25,0.06973517260381154
hi my credit card payment is due I need to pay that bill thank you,hi my credit card payment is due i need to pay that bill uh thank you,0.22255706787109375,5.717375,0.13333333333333333,0.06060606060606061,0.125,0.03892644226958941
say hello I have to make a payment on my bill can you tell me how much I owe and,hi hello i have to make a payment on my bill um can you tell me how much i owe and i'll go ahead and make a payment now thank you,0.2399585247039795,13.738625,0.7,0.6875,0.45161290322580644,0.017465978196797675
my bills are due,my bills are due,0.2271568775177002,1.706625,0.0,0.0,0.0,0.13310298250506128
I'd like to make a payment on my credit card account,yes hi i'd like to make a payment on my credit card account please,0.2205040454864502,7.765375,0.36363636363636365,0.28846153846153844,0.2857142857142857,0.028395801295681176
teach me how to pay bill online,can you explain to me how to pay a bill online,0.24000096321105957,4.437375,0.7142857142857143,0.5806451612903226,0.45454545454545453,0.054086247660172865
I need your bank online using the app and I want to pay my credit card bill it's due to do help me use the app to get that done thank you,hi i'm new to your bank and i'm online using the app and i want to pay my credit card bill it's due could you help me use the app to get that done thank you,0.2278909683227539,12.714625,0.28125,0.18248175182481752,0.25,0.017923530448027677
I'd like to make a payment,i'd like to make a payment,0.2529435157775879,3.343625,0.16666666666666666,0.038461538461538464,0.16666666666666666,0.07564948694234189
yeah I know I want to pay bill I have a particular payment I need to make my credit card is due so I'm to pay that bill now,ya hi there i want to pay a bill um i have a particular payment i need to make uh cause my credit card is uh due so i need to pay that bill now thanks,0.23638176918029785,9.813375,0.4827586206896552,0.34146341463414637,0.3888888888888889,0.024087713878283245
karma credit card bill today,hi my credit card bill is due and i'd like to make a payment today,0.2110140323638916,4.949375,2.2,1.5,0.7333333333333333,0.04263448058873931
I need to pay though,i need to pay bill,0.22459912300109863,3.622375,0.4,0.35,0.4,0.062003277684143314
Somaya my Internet bill due and I need to make a payment through this,so my uh my internet bills due and i'm i need to make a payment on that how would i do that through this,0.23786664009094238,7.594625,1.0,0.5942028985507246,0.5833333333333334,0.03132039305310563
I would like to make a payment,i would like to make a payment,0.23313546180725098,2.218625,0.14285714285714285,0.03333333333333333,0.14285714285714285,0.1050810577755371
I'd like to pay a bail,i'd like to pay a beill,0.22468209266662598,4.693375,0.3333333333333333,0.13636363636363635,0.3333333333333333,0.047872179969984496
make a bill payment,make a bill payment,0.22141313552856445,3.413375,0.0,0.0,0.0,0.06486633772397245
I have to pay bill make payment,i have to pay a bill make a payment my credit card is due,0.21800613403320312,7.168,1.1428571428571428,0.8709677419354839,0.5714285714285714,0.03041380218097142
hi I'd like to pay the bills could you please help me with this,hi i'd like to pay a bill could you please help me with this,0.23230409622192383,4.922625,0.21428571428571427,0.07936507936507936,0.21428571428571427,0.047191101540727524
hi I have a bill to pay,hi i have a bill to pay,0.2140951156616211,3.157375,0.14285714285714285,0.043478260869565216,0.14285714285714285,0.06780794668407177
I haven't told you on my case is called I would like to make the payment please,i have a current bill due on my credit card i would like to make a payment please,0.22583484649658203,5.632,0.6470588235294118,0.34177215189873417,0.5789473684210527,0.040098516778512436
I'd like to pay my bill,i'd like to pay my bill,0.24129652976989746,3.328,0.16666666666666666,0.043478260869565216,0.16666666666666666,0.072504966877974
hello yes I would like to make a payment,hello yes i would like to make a payment out of my checking account last four are one two three four yes and the amount of fifty dollars yes okay one two three main street thank you okay thank you so much for your help,0.8738594055175781,58.453375,4.111111111111111,4.475,0.8222222222222222,0.01494968264052466
I need to make a payment,i need to make a payment,0.24219369888305664,2.730625,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.08869533490796307
hi I want to make a payment so I can pay this bill,hi i want to make a payment so i can um uh pay this bill,0.24824261665344238,6.144,0.3076923076923077,0.16,0.26666666666666666,0.040404071720937886
pay my credit card bill,pay my credit card bill,0.2565336227416992,4.08675,0.0,0.0,0.0,0.06277203713016435
hello yes I'm calling in regards to my credit card bill at a little bit early if I could that would be great thank you,hello yes i'm calling in regards to my credit card bill i'd like to pay it a little bit early if i could that would be great thank you,0.23044252395629883,10.837375,0.28,0.15254237288135594,0.2413793103448276,0.021263684605939984
I would like to pay bill and make a payment,i would like to pay a bill and make a payment,0.23259854316711426,7.424,0.2,0.06976744186046512,0.18181818181818182,0.03133062273263931
can I make a payment please,hi could i make a payment please thank you,0.2170569896697998,5.973375,0.8333333333333334,0.6666666666666666,0.5555555555555556,0.03633741221165586
hey I need to pay a bill my electricity bill is up and I already moved all the money over to my primary checking you can just take it from there to the bill passed eat near me,hey uh i need to pay a bill my electricity bill is up and uh i already moved all the money over to my primary checking you can just take it from there but uh yeah if you could pay the bill to s c g and e it should already be uh invoiced to you guys thanks just take it out of checking,0.3256950378417969,21.504,0.868421052631579,0.6685714285714286,0.515625,0.015145788590113321
I want to make an online bill payment,hi i want to make an online bill payment,0.23590445518493652,2.986625,0.25,0.10810810810810811,0.2222222222222222,0.07898696863012146
I have to pay bills at 2,i have to pay a bill that's tooue,0.23668932914733887,3.328,0.7142857142857143,0.5416666666666666,0.625,0.07112059169090712
epic to make a payment on the bill,i'd like to make a payment on the bill,0.21527457237243652,3.584,0.25,0.20588235294117646,0.2222222222222222,0.06006544988070216
hello I'm calling to pay for my electric and water bill or can I make this payment,hello i'm calling to pay for my electric and water bill where can i make this payment,0.22776579856872559,6.144,0.17647058823529413,0.07317073170731707,0.17647058823529413,0.03707125627746185
hi I'm trying to pay my bill using my card,hi i'm trying to pay my bill using my current fees,0.22677111625671387,6.130125,0.3,0.2619047619047619,0.2727272727272727,0.0369929024704576
I need to pay my credit card bill,i need to pay my credit card bill,0.2258298397064209,4.352,0.125,0.030303030303030304,0.125,0.05189104772665921
I wanted to make a payment on my bill,i wanted to make a payment on my bill,0.22972536087036133,4.2725,0.1111111111111111,0.02702702702702703,0.1111111111111111,0.053768370010617045
I have to pay my bill,payment i have to pay my bill,0.2220306396484375,5.632,0.3333333333333333,0.42857142857142855,0.2857142857142857,0.03942305391485041
I would like to make a payment,i would like to make a payment,0.23882174491882324,4.864,0.14285714285714285,0.03333333333333333,0.14285714285714285,0.04909986532048175
I have to pay a bill,um i have to pay a bill,0.23241877555847168,4.522625,0.3333333333333333,0.2,0.2857142857142857,0.051390238093689325
I want to pay off my entire balance,i w to pay off my entire balance,0.23488116264343262,3.669375,0.25,0.11428571428571428,0.25,0.06401121788954048
I'd like to pay my electricity bill,i'd like to pay my electricity bill,0.21950101852416992,4.352,0.14285714285714285,0.02857142857142857,0.14285714285714285,0.05043681491823757
I am calling because I want to pay a bill,i am calling because i want to pay a bill,0.21894073486328125,5.665625,0.2,0.04878048780487805,0.2,0.038643703892029785
oh yeah hi I need fastest topical transactions on my card freeze my card block my card or something,uh yeah hi i need um you guys to stop all transactions on my card just freeze my card or block my card or something,0.24275898933410645,8.96,0.5263157894736842,0.26262626262626265,0.4,0.027093637202467234
freeze my card please,hello i'd like to freeze my card please,0.24461698532104492,4.352,1.0,0.8571428571428571,0.5,0.056207946994725394
hi I've lost my bank card and please stop all transactions I don't want anybody using my card for anything I don't know where it is can you do this for me thank you,hi i've lost my bank card and please stop all transactions i don't want anybody using my card for anything i don't know where it is can you do this for me immediately thank you,0.2821967601776123,16.384,0.11764705882352941,0.09146341463414634,0.11428571428571428,0.017223923350684345
I want to stop all transactions this card,i want to stop all transactions using this card indefinitely,0.25714111328125,9.898625,0.375,0.4878048780487805,0.3,0.025977457806639813
good morning single lost my ATM card like a debit card I need to put a freezer,good morning i seem to have lost my a t m card my debit card and i need to put a freeze on it,0.22813129425048828,11.349375,0.8235294117647058,0.4358974358974359,0.56,0.0201007803734116
hi I've lost my card and so I think I might know where it is but could you freeze it for right now I don't want any transactions to happen on it until I can find it,hi i've lost my cardon so i think i might know where it is but could you freeze it for right now i i don't want any transactions to happen on it until i can find it,0.2504565715789795,13.312,0.21621621621621623,0.06097560975609756,0.21052631578947367,0.018814345821738243
Uncle freeze my card,i want to freeze my card,0.24273228645324707,3.242625,0.75,0.4,0.5,0.07485672455286907
hi I need to freeze my card please,hi i need to freeze my card please,0.23273801803588867,4.82975,0.125,0.029411764705882353,0.125,0.04818841928379081
I want you to freeze a whole transactions on my card place,i want you to freeze all transactions on my carard please,0.24254989624023438,5.034625,0.4166666666666667,0.1724137931034483,0.4166666666666667,0.04817635796911078
hi I lost my card I'd like to freeze my card softball transactions I don't know where I put it I'm not sure if it was stolen or not so I'd like it to be frozen so that nothing can happen thank you very much,hi i uh lost my card i'd like to freeze my card stop all transactions um i don't know where i put it i'm not sure if it was stolen or not so i'd like it to be frozen so that nothing can happen thank you very much,0.2554614543914795,17.152,0.2222222222222222,0.07766990291262135,0.20833333333333334,0.014893974719652488
hi there I wanted to call to make sure that you got to stop and block my card store,hi there uh i wanted to call to make sure that you guys can stop and block my card i'm i'm sure of some transaction so could you please uh block my card for me thanks,0.22150921821594238,11.605375,1.105263157894737,1.0602409638554218,0.5833333333333334,0.019086778170971846
Five Nights at Freddy's my car seats,so i'd like to freeze my card fease,0.22019648551940918,3.4365,1.0,0.6111111111111112,0.875,0.06407579965645546
hey I suspect that there's been some fraud with my credit card so I would like to put a freeze on my card so that there can be no more used to it,hi i suspect that there's been some fraud with my credit card so i would like to um put a phreeze in my card so that there can be no more use of it,0.23028564453125,12.117375,0.24242424242424243,0.0896551724137931,0.23529411764705882,0.01900458181175791
I'd like to freeze my card,hi i'd like to freeze my card,0.21862411499023438,2.901375,0.3333333333333333,0.15384615384615385,0.2857142857142857,0.0753518986653688
I'm going to be needing someone to stop my card right now can they freeze it for me please,i'm going to be needing someone to stop my card right now can they phreeze it for me please thank you,0.22225189208984375,8.96,0.21052631578947367,0.14444444444444443,0.19047619047619047,0.02480489867074149
see the security hold put on my card,i need a security hold put on my card,0.2409658432006836,4.778625,0.375,0.19444444444444445,0.3333333333333333,0.05042576958867532
can I freeze my card,can i freeze my card,0.2384486198425293,3.413375,0.2,0.05,0.2,0.06985714134618357
I need to freeze my card,i need to freeze my card,0.23775291442871094,2.986625,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.07960588102915864
honey I like to freeze my card,hi i like to freeze my card can you please block it,0.19003033638000488,4.949375,1.0,0.9666666666666667,0.5833333333333334,0.03839481477560397
freeze my card,freeze my card,0.2232074737548828,3.072,0.0,0.0,0.0,0.07265868286291759
could you please freeze my card and make sure no transaction happens melim,could you please freeze my card and make sure no transactions happen from now on,0.23676586151123047,8.545,0.38461538461538464,0.16216216216216217,0.3333333333333333,0.02770811720435699
hello GIF I'm going cuz my card got stolen I would like to stop all transactions for my car completely,hello yes i'm calling because my card got stolen yes yes it's an urgent situation i would like to stop all transactions from my card yes freeze it completely okay thank you bye,0.3116035461425781,17.92575,1.0,0.8137254901960784,0.6060606060606061,0.017383013047854518
I'd like to place a freeze on my card,i'd like to place a frieze on my card,0.21858000755310059,3.328,0.2222222222222222,0.05405405405405406,0.2222222222222222,0.06567908880802302
hi I was wondering if there was a way that you could freeze my card for me I need to stop all transaction to my account right now,hi i was wondering if there was a way that you could freeze my card for me i need to stop um all transactions to my account right now,0.24790215492248535,14.506625,0.14285714285714285,0.046511627906976744,0.13793103448275862,0.017088892483433284
freeze my card,freeze my card,0.2046191692352295,3.242625,0.0,0.0,0.0,0.06310293951204024
freeze my debit card I want to stop at all transactions coming in please lock my car,i want to freeze my debit card i want to stop all transactions coming in please block my card,0.2302389144897461,9.898625,0.4117647058823529,0.19047619047619047,0.35,0.023259686521082082
I would like you to freeze all transactions on my card please,hi i would like you to freeze all transactions on my card please,0.21477890014648438,5.802625,0.16666666666666666,0.06557377049180328,0.15384615384615385,0.03701409278498686
I'd like to freeze my card,i'd like to freeze my card,0.23153996467590332,3.901,0.16666666666666666,0.038461538461538464,0.16666666666666666,0.05935400273670939
I lost my card and need to freeze my account,i lost my card and need to freeze my account,0.21294212341308594,5.57275,0.1,0.022727272727272728,0.1,0.03821131818457421
I want to see freezing my card,i want to place a fze on my card,0.2503783702850342,4.82975,0.7142857142857143,0.4,0.5555555555555556,0.051840855175740816
hello my wallet is stolen and I'd like to put a block on my card,hello my wallet was stolen and i'd like to put a block on my card,0.22803497314453125,8.192,0.13333333333333333,0.046875,0.13333333333333333,0.027836300432682037
freeze my card immediately cease all purchases,uh freeze my card immediately freeze all purchases,0.20805096626281738,7.168,0.2857142857142857,0.15217391304347827,0.25,0.029024967391576086
I'm having some fun and I'm wondering if you are able to freeze it,oh um i have seen some fraudulent transactions on my car and i'm wondering if you are able to phrase it,0.21998858451843262,8.874625,0.8571428571428571,0.7272727272727273,0.5714285714285714,0.024788493544057648
there has been an issue with my card and I would like to breathe,there has been an issue with my card and i would like to freeze my card please,0.3120110034942627,8.362625,0.35714285714285715,0.28125,0.29411764705882354,0.03731017515364646
hello I just ate only lost my card at the airport will you be able to stop listen to increase the card,hello i just recently lost my card at the airport will you be able to stop all its transactions and freeze the card thank you,0.2155323028564453,9.386625,0.45454545454545453,0.3431372549019608,0.38461538461538464,0.022961639871247153
hey some dude got a hold of my car and I want fries all transactions on that,hey some dude got ahold of my card and i was wondering if you could freeze all transactions on that,0.2304401397705078,6.4,0.5882352941176471,0.3815789473684211,0.47619047619047616,0.036006271839141846
I would like to stop all transactions on my card,i would like to stop all transactions on my card,0.22354531288146973,3.328,0.1,0.020833333333333332,0.1,0.06717106757255702
please stop all transactions on my card,please stop all transactions on my card,0.2553374767303467,4.693375,0.0,0.0,0.0,0.054403808928616765
I need to put a freeze on my card,i need to put a freeze on my card,0.20364618301391602,3.754625,0.1111111111111111,0.030303030303030304,0.1111111111111111,0.05423875434002491
I need a freeze my card,i need to freeze my card,0.22889351844787598,3.498625,0.3333333333333333,0.13043478260869565,0.3333333333333333,0.06542385035488969
please freeze all transactions on my card,please freeze all transactions on my card,0.2223341464996338,5.290625,0.0,0.0,0.0,0.04202417417594968
read card all transaction,freeze card all transactions,0.23679327964782715,5.479875,0.5,0.2,0.5,0.04321143815284603
hi I'm just calling because I would like to immediately leave my car. My card I would like it to just be cancelled really because I broke my car in the womb,hi i'm just calling because i would like to immediately freeze my card stop my card i would like it to just be cancellled really because i have lost my card so i just want it to be frozen so that no one else can use it so i want to make sure that no transactions can indeed happen on my card so could you please freeze my card or cancel it thank you,0.38397955894470215,26.368,1.71875,1.3269230769230769,0.7432432432432432,0.014562331574055756
all transactions on my card fees,got all transactions on my card please,0.22283196449279785,6.570625,0.3333333333333333,0.25,0.2857142857142857,0.033913359002042856
I need to place a freeze on my card I have reason to believe that it has been stolen or I have misplaced it,hi i need to place a freeze on my card i have reason to believe that it has been stolen or i have misplaced it,0.21921563148498535,10.325375,0.16666666666666666,0.056074766355140186,0.16,0.021230767065117284
high on the app isn't loading information,hi the app isn't loading with information,0.24570512771606445,5.376,0.42857142857142855,0.24390243902439024,0.375,0.04570407881623222
