en,es,predicted_es,predicted_en,prediction_time_es,prediction_time_en,WER_es,CER_es,MER_es,WER_en,CER_en,MER_en,RTF_es,RTF_en
set here the fractions of seconds for the date and time of image creation.,establezca aquí las fracciones de segundo para la fecha y la hora de la creación de la imagen.,establezca aquí las fracciones de segundo para la fecha y hora de creación de la imagen.,set here the fractions of a second for the date and time of the image creation.,0.9757919311523438,0.8109865188598633,0.1111111111111111,0.06382978723404255,0.1111111111111111,0.21428571428571427,0.0945945945945946,0.1875,18.44655548518753,17.262925676843672
uncheck this if you do not want to see the installation log. the log may provide important information in case of installation failure.,no lo marque si no quiere ver el registro de la instalación. el registro puede proporcionar información importante si falla la instalación.,desmarque si no desea ver el registro de instalación. el registro puede proporcionar información importante en caso de fallo de instalación.,The registry can provide important information if the installation fails.,1.2505755424499512,0.6001322269439697,0.45454545454545453,0.18705035971223022,0.4166666666666667,0.8260869565217391,0.5407407407407407,0.8260869565217391,17.591900091777507,38.3248873621102
gives a hint by showing the transparent stones with the score on them.,da una pista mostrando piezas transparentes con la puntuación sobre ellas.,da una pista mostrando las piedras transparentes con la puntuación en ellos.,There's a trail showing transparent pieces with punctuation on them.,0.7662043571472168,0.6852588653564453,0.36363636363636365,0.16216216216216217,0.3333333333333333,0.5384615384615384,0.44285714285714284,0.5384615384615384,14.356483224600725,18.970932967409183
knetwork-conf's home page is at http: / /knetworkconf. sourceforge. net where you at least can download source packages.,la página principal de knetwork-conf se encuentra en http: / /knetworkconf. sourceforge. net. usted puede obtener de allí los paquetes con el código fuente.,La página de inicio de knetwork-conf está en http: / /knetworkconf. sourceforge. net,The main page of knetwork-conf is located at http: / /knetworkconf. sourceforge. net,1.072432518005371,1.0652503967285156,0.7083333333333334,0.5256410256410257,0.68,0.7222222222222222,0.6416666666666667,0.6190476190476191,22.379030472367493,16.897435621971788
"changing the background color is done in the same way, just press set background color... instead.",el cambio del color de fondo se hace de la misma forma. simplemente presione definir color de fondo....,"Cambiar el color de fondo se hace de la misma manera, sólo presiona el color de fondo de ajuste... en su lugar.",The background color change is done in the same way.,1.400686264038086,0.5252094268798828,0.7222222222222222,0.49514563106796117,0.5416666666666666,0.625,0.6224489795918368,0.5882352941176471,12.850843520166457,30.464038117235194
shows a partition's properties: this command shows a dialog with information about the currently selected partition or unallocated space.,muestra las propiedades de una partición: esta orden muestra un cuadro de diálogo con información de la partición seleccionada o del espacio sin reservar.,muestra las propiedades de una partición: este comando muestra un diálogo con información sobre la partición seleccionada actualmente o el espacio no asign,shows the properties of a partition: this order shows a dialog box with information about the selected partition or the unreserved,1.0650320053100586,1.0843374729156494,0.375,0.2922077922077922,0.36,0.5263157894736842,0.40145985401459855,0.43478260869565216,22.534534061267927,17.522220226246862
use the batch interface instead of the usual dialog. this option is implied if more than one url is specified.,usar la interfaz por lotes en lugar del diálogo normal. esta opción se da por supuesta si se especifica más de un url.,utilizar la interfaz de lote en lugar del diálogo habitual. esta opción está implícita si se especifica más de una url,use the lot interface instead of the normal dialog. This option is given by default if you specify more than one URL.,1.077272891998291,1.0037474632263184,0.43478260869565216,0.2627118644067797,0.43478260869565216,0.55,0.44545454545454544,0.4583333333333333,21.350207705808018,19.9253305564674
photograph properties: shows a summary of the most important parameters when taking the photograph. this data is taken from the exif data fields if available,propiedades de fotografía: muestra un resumen de los parámetros más importantes cuando se realiza una fotografía. estos datos se obtienen de los campos de datos exif si están disponibles.,Propiedades de la fotografía: muestra un resumen de los parámetros más importantes al tomar la fotografía. Estos datos,Photographic properties: shows a summary of the most important parameters when taking a photograph. These data are obtained from the data fields,1.0572395324707031,1.092078447341919,0.6206896551724138,0.44385026737967914,0.6,0.32,0.2229299363057325,0.32,27.429923975911873,22.89212836390017
& xsldbg; is currently written and maintained by keith isdale keith@kdewebdev. org,& xsldbg; es escrito y mantenido por keith isdale keith@kdewebdev. org,& xsldbg; está actualmente escrito y mantenido por keith isdale keith@kdewebdev.org,& xsldbg; is written and maintained by keith isdale keith@kdewebdev.org,1.0449769496917725,1.0088856220245361,0.36363636363636365,0.21428571428571427,0.3333333333333333,0.25,0.13414634146341464,0.25,10.52654798102922,11.894311642502682
the general: font is used in all other places in the login window.,el tipo de letra general se utiliza en todos los demás sitios de la ventana de acceso.,el general: la fuente se utiliza en todos los demás lugares de la ventana de inicio de sesión.,The general typeface is used in all other sites of the access window.,0.9108531475067139,0.6986649036407471,0.47058823529411764,0.4186046511627907,0.42105263157894735,0.46153846153846156,0.3181818181818182,0.46153846153846156,18.66382088763073,18.606917181980833
the sound option allows you to select whether an audible alarm should sound when the alarm message is displayed. choose:,la opción sonido le permite seleccionar si debe sonar una alarma audible cuando se muestra el mensaje de la alarma. elija:,la opción de sonido permite seleccionar si debe sonar una alarma sonora cuando se muestra el mensaje de alarma.,The sound option allows you to select whether to sound an audible alarm when the alarm message is displayed.,1.0334255695343018,0.8910481929779053,0.23809523809523808,0.1885245901639344,0.22727272727272727,0.3,0.25833333333333336,0.2727272727272727,20.32076679645477,22.445475068143622
a screenshot of & korganizer; 's edit event dialog - free/ busy tab,"una captura de pantalla del diálogo « editar evento » de & korganizer;, pestaña « libre/ ocupado »",una captura de pantalla del diálogo de eventos de edición de & korganizer - pestaña libre / ocupada,"a capture of the dialog screen  edit event  de & korganizer;, pestaña  free/ busy ",0.9357655048370361,1.126798391342163,0.5555555555555556,0.23469387755102042,0.5263157894736842,0.6923076923076923,0.7761194029850746,0.6,19.23558830386113,11.537112672405677
k3b was unable to eject the written disk. please do so manually.,k3b no pudo expulsar el disco grabado. hágalo manualmente por favor.,"k3b no pudo expulsar el disco de escritura. por favor, hágalo manualmente.",K3B couldn't expel the disc grabbed. Do it manually please.,0.903095006942749,0.9554574489593506,0.5454545454545454,0.4411764705882353,0.5,0.9166666666666666,0.6875,0.9166666666666666,12.180335308505738,12.559429007613016
the name or ip number of the server. irchelp. org maintains a list of servers.,el nombre o dirección ip del servidor. irchelp. org mantiene una lista de servidores.,el nombre o el número de IP del servidor. irchelp. org mantiene una lista de servidores.,The name or IP address of the server. irchelp. org maintains a list of servers.,0.9533901214599609,0.9219965934753418,0.2857142857142857,0.15294117647058825,0.25,0.2,0.11538461538461539,0.2,14.684439963109007,16.269040586646337
you might also want to consider becoming a faq maintainer. please refer to for more details.,"considere también convertirse en uno de los encargados de las pf s. para más información, léa el.",También puede que desee considerar convertirse en un mantenedor de preguntas frecuentes.,"Consider also becoming one of the managers of the PFs. For more information, read it.",0.7176332473754883,0.8218505382537842,1.0,0.7319587628865979,0.85,0.9375,0.7065217391304348,0.9375,23.688980495499624,19.46826004883538
the recent connection: option allows you to re-connect to the last network mount point you connected to using the wizard whether an icon is created or not.,la opción conexión reciente: le permitirá conectarse al último punto de montaje de la red al que estuviera conectado utilizando el asistente haya creado o no un icono.,la conexión reciente: opción le permite volver a conectarse al último punto de montaje de red al que se conectó utilizando el,the recent connection option: will allow you to connect to the last network mounting point to which you were connected using the assistant you have,1.0921990871429443,1.1301934719085693,0.5357142857142857,0.437125748502994,0.4838709677419355,0.6666666666666666,0.4129032258064516,0.5806451612903226,25.636351769203987,23.889715054188752
the --verbose option (short form is -v) causes & kdesvn-build; to be very detailed in its output.,la opción --verbose (la forma abreviada es -v) hace que & kdesvn-build; produzca una salida muy detallada.,La opción --verbose (la forma abreviada es -v) hace que & kdesvn-build; sea muy det,The option - verbose (the abbreviated form is -v) makes that & kdesvn-build; produca,1.288221836090088,1.2975456714630127,0.29411764705882354,0.2358490566037736,0.29411764705882354,0.8823529411764706,0.6494845360824743,0.75,13.196484893934958,13.101658287551533
"starts a new game of & kpoker;. for more information, see the section entitled starting a new game.",comienza una nueva partida de & kpoker;. para más información vea la sección titulada comenzando una nueva partida.,"Comienza un nuevo juego de & kpoker;. Para más información, vea la sección titulada Comienza un nuevo juego.",Start a new game of poker; for more information see the section titled Starting a new game.,1.1640846729278564,0.9680321216583252,0.5555555555555556,0.22608695652173913,0.5555555555555556,0.3333333333333333,0.10101010101010101,0.3333333333333333,15.46279271483505,18.59442429365298
normally using & kdesvn-build; after you have gone through is as easy as doing the following from a terminal prompt:,"normalmente, usar & kdesvn-build; después de haber pasado por es tan sencillo como escribir lo siguiente en una terminal:",Normalmente usando & kdesvn-build; después de haber pasado por es tan fácil como hacer lo siguiente desde un prompt de terminal,"Normally, using & kdesvn-build; after having gone through is as simple as writing the following in a terminal:",1.0842535495758057,1.0755693912506104,0.47368421052631576,0.256198347107438,0.42857142857142855,0.4,0.25862068965517243,0.4,17.523576480273828,18.594802123129544
"starts playback of the current file. if the player has been paused, this command resumes playback. this command is available when a file is loaded.","inicia la reproducción del archivo actual. si el reproductor se había detenido, esta orden continuará la reproducción. esta orden estará disponible al cargar un archivo.","inicia la reproducción del archivo actual. si el reproductor ha sido detenido, este comando reanuda la reproducción. este","If the player had stopped, this order will continue the playback. This order will be available when you upload an archive.",1.060058355331421,1.200610637664795,0.52,0.39644970414201186,0.52,0.88,0.6530612244897959,0.88,23.58360733092274,20.82273737689461
turn on/ off block highlighting. allows you to select text blocks with your keyboard without holding down the & shift; key.,activa/ desactiva el resaltado del bloque. le permite seleccionar bloques de texto con su teclado sin mantener pulsada la tecla & shift;.,activación/desactivación de resaltado de bloques. permite seleccionar bloques de texto con el teclado sin tener,Enables you to select blocks of text with your keyboard without holding down the & shift key.,1.3508625030517578,0.8336338996887207,0.5909090909090909,0.35036496350364965,0.5909090909090909,0.47619047619047616,0.3983739837398374,0.43478260869565216,16.285891384429878,25.190914150493892
enter the command that runs ksysguardd on the host you want to monitor.,introduzca la orden que ejecuta ksysguardd en la máquina que desea monitorizar.,Introduzca el comando que ejecuta ksysguardd en el host que desea monitorear.,Enter the order that executes ksysguardd into the machine you wish to monitor.,0.9396905899047852,0.7905113697052002,0.5,0.25316455696202533,0.5,0.46153846153846156,0.352112676056338,0.46153846153846156,12.7701608688195,16.445051264535255
return all the pieces of the cube to their starting positions after the computer has made several shuffling moves.,devuelva todas las piezas del cubo a su posición inicial luego de que el ordenador haya realizado varios movimientos de mezclado.,regresar todas las piezas del cubo a sus posiciones iniciales después de que el ordenador haya hecho varios movimientos de baraja,The computer returns all the pieces of the cube to their initial position after the computer has made several mixing movements.,1.4077084064483643,1.1275861263275146,0.3333333333333333,0.26356589147286824,0.3333333333333333,0.3684210526315789,0.2719298245614035,0.3333333333333333,14.917862182113987,16.85015410918716
this combo box lets you select between different spell checking programs that may be present on your computer.,esta lista desplegable le permite seleccionar entre los diferentes programas para revisar ortografía que pueden estar presentes en su computador.,Este cuadro de combinación le permite seleccionar entre diferentes programas de comprobación de ortografía que pueden estar presentes en su computadora,This drop-down list allows you to select between the different orthography-reviewing programs that may be present on your computer,1.1201577186584473,1.1441490650177002,0.45,0.27586206896551724,0.4090909090909091,0.5,0.36363636363636365,0.45,17.85462856422837,15.732215801549893
there must be one there! you think. these mark where you suspect a ball is placed in the black box.,usted pensará: « ¡alguna tendrá que haber! ». sirven para marcar los cuadros de la caja negra en los que usted sospecha que hay una bola.,¡Tiene que haber una ahí! ¿Crees? ¿Estas marcas donde sospechas que una bola está colocada en la,"You'll think, ""Someone must have!"" They're used to mark the black box boxes where you suspect there'",1.16823148727417,1.2480731010437012,0.9230769230769231,0.6934306569343066,0.9230769230769231,0.95,0.8282828282828283,0.95,22.255863057300143,16.024702385841824
"a file named ""%1"" already exists. are you sure you want to overwrite it?","ya existe un archivo llamado ""%1"". ¿esta seguro que desea sobrescribirlo?","ya existe un archivo llamado ""% 1"". ¿Está seguro de que quiere sobrescribirlo?","A file named ""% 1"" already exists. Are you sure you want to overwrite it?",0.9938347339630127,0.9407858848571777,0.45454545454545453,0.1506849315068493,0.38461538461538464,0.2857142857142857,0.041666666666666664,0.26666666666666666,11.068238635750262,14.881175648298935
each item can specify its position and size via the pos node. for example:,cada elemento puede especificar su posición y tamaño a través del nodo pos. por ejemplo:,Cada elemento puede especificar su posición y tamaño a través del nodo de posición. por ejemplo:,Each element can specify its position and size through the post node. For example:,0.8773982524871826,0.7571008205413818,0.2,0.10227272727272728,0.1875,0.35714285714285715,0.20270270270270271,0.35714285714285715,17.095999402186095,18.49159269169592
- the beagle daemon was just started. please be patient until it has finished its indexing.,- el servicio beagle se acaba de iniciar. tenga paciencia hasta que termine la indexación.,- el demonio beagle acaba de comenzar. por favor sea paciente hasta que haya terminado su indexación.,Beagle service has just started.,1.0452995300292969,0.43932533264160156,0.6666666666666666,0.43333333333333335,0.5555555555555556,0.875,0.7582417582417582,0.875,14.349953835317988,36.41947962298064
this box is used to specify the amount of solvent in the solution.,este cuadro se usa para especificar la cantidad de solvente de la disolución.,Esta casilla se utiliza para especificar la cantidad de disolvente en la solución.,This table is used to specify the amount of solvent in the solution.,0.797576904296875,0.6964023113250732,0.46153846153846156,0.24675324675324675,0.46153846153846156,0.15384615384615385,0.07575757575757576,0.15384615384615385,16.299368662712837,18.66737055375989
kipi-plugin menu entry for converting the currently selected images to black & white.,la entrada de menú kipi-plugin para convertir las imágenes seleccionadas actualmente a negro & blanco.,entrada de menú kipi-plugin para convertir las imágenes seleccionadas actualmente a blanco y negro.,The menu entry kipi-plugin to convert the currently selected images to black and white.,0.8977487087249756,0.7906315326690674,0.26666666666666666,0.13725490196078433,0.26666666666666666,0.38461538461538464,0.36470588235294116,0.35714285714285715,16.70846179361672,16.4425518877469
remember the full screen display option in the file properties for the current file,guarda el valor de la opción mostrar a pantalla completa en las propiedades del archivo actual,recordar la opción de visualización de pantalla completa en las propiedades del archivo para el archivo actual,Save the value of the option to show a full screen in the properties of the current archive,0.9165897369384766,0.8254678249359131,0.625,0.48936170212765956,0.5263157894736842,0.8571428571428571,0.6024096385542169,0.631578947368421,17.456010421240354,16.960079578010106
"trackchange signals the start of a new track. the script may then use dcop functions to query further information about the track, e. g. metadata and the length.","trackchange asigna el inicio de una nueva pista. el programa puede utilizar las funciones dcop para pedir más información sobre la pista, p. ej., metadatos y longitud.","trackchange indica el inicio de una nueva pista. El script puede utilizar las funciones dcop para consultar más información sobre la pista, por ejemplo","trackchange assigns the start of a new track. The program can use the dcop functions to request more information about the track, e",1.0747227668762207,1.1875767707824707,0.3333333333333333,0.2634730538922156,0.3333333333333333,0.5,0.35403726708074534,0.5,25.122758009935858,23.57742310970882
here you can constomize window settings specifically only for some windows.,desde aquí podrá personalizar las preferencias para tipos concretos de ventanas.,Aquí puedes concomitar la configuración de ventanas específicamente sólo para algunas ventanas.,From here you can personalize the preferences for specific types of windows.,0.7944693565368652,0.6859216690063477,1.0,0.825,0.9166666666666666,0.7272727272727273,0.5733333333333334,0.6666666666666666,13.84571967375758,16.03681658859826
draws random color-cycling inter-braided concentric circles. written by john neil; 1997.,dibuja círculos concéntricos aleatorios entrelazados en un ciclo de color. escrito por john neil; 1997.,Dibuja círculos concéntricos trenzados al azar. Escrito por John Neil; 1997.,Draw random concentric circles interlaced in a color cycle. Written by John Neil; 1997.,0.9208753108978271,0.8938424587249756,0.7333333333333333,0.33980582524271846,0.7333333333333333,1.0,0.4090909090909091,0.7857142857142857,16.28885020858625,12.306419204667213
the amount of time between checking the email server for new messages.,la cantidad de tiempo que habrá de transcurrir antes de volver a comprobar si existen mensajes de correo nuevos.,el tiempo entre la comprobación del servidor de correo electrónico para nuevos mensajes.,the amount of time that will elapse before re-checking for new e-mail messages.,0.788438081741333,0.8651747703552246,0.8947368421052632,0.7142857142857143,0.8947368421052632,0.5,0.5285714285714286,0.46153846153846156,24.098277899054384,13.870029976802288
simply right click on the file and select rename or press the keyboard shortcut f2 with a file selected.,pulse el botón derecho sobre el archivo y seleccione renombrar o pulse f2 sobre un archivo ya seleccionado.,simplemente haga clic derecho en el archivo y seleccione renombre o presione el acceso directo del teclado f2 con un archi,press the right button on the file and select rename or press f2 on a file you have selected.,1.058760643005371,0.891707181930542,0.8333333333333334,0.6074766355140186,0.6521739130434783,0.47368421052631576,0.41346153846153844,0.4090909090909091,17.001009736162516,21.307443054193065
finished please note that any open applications will need to be restarted in order for any changes to be noticed.,terminado tenga en cuenta que deberá reiniciar las aplicaciones en ejecución para que los cambios tengan efecto.,Se requiere que se reinicie cualquier solicitud abierta para que se noten los cambios.,The following table shows the number of applications that are currently running.,0.8828589916229248,0.5832464694976807,0.8235294117647058,0.6607142857142857,0.8235294117647058,1.0,0.7345132743362832,0.9523809523809523,19.2556231077735,34.290820512338364
match a certain portion of the playlist to a custom field.,hacer coincidir una parte de una lista de reproducción a un campo personalizado.,coincidir con una cierta parte de la lista de reproducción a un campo personalizado.,to match a part of a reproduction list to a personalized field.,0.7659714221954346,0.6725943088531494,0.3076923076923077,0.2375,0.2857142857142857,0.6363636363636364,0.6206896551724138,0.5833333333333334,16.971912558747004,16.35458381852244
"using this option kills the program forcibly. data may be lost, and some processes related to the program may remain active. use only as a last resort.","utilizando esta opción se cierra el programa a la fuerza. se pueden perder datos, y pueden quedar activos algunos procesos relativos al programa. utilícelo sólo como último recurso.","Si se utiliza esta opción, se destruye el programa por la fuerza. Los datos pueden perderse y algunos procesos relacionados con el programa pueden","If you use this option, you will forcefully close the program. If data is lost, some processes related to the program may remain active",1.1283330917358398,1.1360185146331787,0.75,0.5082872928176796,0.6774193548387096,0.7407407407407407,0.5231788079470199,0.625,24.8153672041334,23.767218273478864
string used to replace the parts that match the selection regexp,cadena utilizada para reemplazar las partes que se ajusten a la expresión regular de selección,cadena utilizada para reemplazar las partes que coinciden con la selección regexp,chain used to replace the parts that fit the regular expression of selection,0.696643590927124,0.7110402584075928,0.4666666666666667,0.35106382978723405,0.4666666666666667,0.5454545454545454,0.46875,0.42857142857142855,21.531813678264573,15.470291407458424
this link references the previous document in an ordered series of documents.,este enlace apunta al documento anterior en una serie ordenada de documentos.,este enlace hace referencia al documento anterior en una serie ordenada de documentos.,This link refers to the previous document in an ordered series of documents.,1.0290398597717285,0.7987844944000244,0.16666666666666666,0.15584415584415584,0.15384615384615385,0.25,0.07792207792207792,0.23076923076923078,11.661355861046971,15.022825410517424
toggle whether constellation lines are hidden while the display is in motion.,oculta/ muestra las líneas de las constelaciones cuando el mapa está en movimiento de tránsito.,cambiar si las líneas de constelación están ocultas mientras la pantalla está en movimiento.,Hides/shows the constellation lines when the map is in transit.,1.0105481147766113,0.7293531894683838,0.7333333333333333,0.5578947368421052,0.6875,0.5833333333333334,0.4935064935064935,0.5833333333333334,14.843429798803646,16.452934152172073
"p, li {white-space: pre-wrap;} process gets immediate access to the hard disk whenever needed, regardless of what else is going on.","p, li {white-space: pre-wrap;} el proceso obtiene acceso inmediato al disco duro cuando se necesita, independientemente de lo que esté sucediendo.","p, li {espacio en blanco: pre-envase;} proceso obtiene acceso inmediato al disco duro cuando sea","The process obtains immediate access to the hard disk when needed, regardless of what is happening.",1.1022131443023682,1.0411138534545898,0.5714285714285714,0.5205479452054794,0.5454545454545454,0.42857142857142855,0.37404580152671757,0.42857142857142855,19.052576272161666,20.170704606723355
"this is however, only an average, and during a browsing session the cache could become substantially larger.","esto sin embargo, es un valor promedio, y durante una sesión de navegación el caché podría ser sustancialmente mayor.","Sin embargo, esto es sólo un promedio, y durante una sesión de navegación la caché podría hacerse sustancialmente más grande","This is, however, an average value, and during a browsing session the cache could be substantially higher.",1.2405915260314941,1.061755895614624,0.47368421052631576,0.2564102564102564,0.42857142857142855,0.4117647058823529,0.19444444444444445,0.4117647058823529,15.315274690597603,16.011213189599594
